decision_mode,cell_id,condition_id,capacity_Ah,soh_estimate,resistance_growth,predicted_rul_cycles,rul_lower_cycles,lifetime_interval_width,event_observed,conditional_duration,decision_rul_cycles,actual_interval_width,eligible,grade,gate_failures
POINT,T35_C1_D100_3,T35_C1_D100,1.79522,0.8427649631130129,0.4104474209696096,101.90200915443314,30.919241984419628,0.0,True,106,101.90200915443314,304.9240324057719,True,B,NONE
POINT,T35_C1_D50_0,T35_C1_D50,1.872967,0.902692775655687,0.20514512469605606,7646.785499033195,3877.51789365344,0.0,False,250,7646.785499033195,11202.574596424058,True,A,NONE
POINT,T35_C1_D50_1,T35_C1_D50,1.863042,0.9159984895953178,0.24156979589173666,16768.50640599872,8183.275599679828,0.0,False,250,16768.50640599872,26177.3913072274,True,A,NONE
POINT,T35_C1_D50_2,T35_C1_D50,1.712997,0.9094797904529409,0.2192475940507439,35641.97300291063,22763.04710494734,0.0,False,250,35641.97300291063,33044.518274298876,True,A,NONE
POINT,T35_C1_D50_3,T35_C1_D50,1.971985,0.9178569924176151,0.22252990486954904,21025.442724552486,12031.589359891906,0.0,False,250,21025.442724552486,24710.791762015717,True,A,NONE
POINT,T35_C1_D80_0,T35_C1_D80,1.609525,0.8648069084613823,0.31705850294112126,817.9978233789552,248.19797817187765,0.0,False,250,817.9978233789552,2447.7161625522704,True,A,NONE
POINT,T35_C1_D80_1,T35_C1_D80,1.870049,0.8677781979920974,0.34425072875471163,690.2102981699505,349.99056556199065,0.0,False,250,690.2102981699505,1011.1611412987286,True,A,NONE
POINT,T35_C1_D80_2,T35_C1_D80,1.849078,0.8702727100297407,0.3311858031537831,963.0972406164068,470.00549473122913,0.0,False,250,963.0972406164068,1503.4954648976714,True,A,NONE
POINT,T35_C1_D80_3,T35_C1_D80,1.634508,0.8807173945548816,0.2902966799148903,1681.3254557962723,1073.7927035047187,0.0,False,250,1681.3254557962723,1558.7966958104907,True,A,NONE
POINT,T35_C2_D100_2,T35_C2_D100,1.676823,0.8209376371586684,0.44257700336139383,25.52119087581886,14.604234146979573,0.0,True,52,25.52119087581886,29.99455666703153,False,REJECT,RUL_POINT_BELOW_MIN
POINT,T35_C2_D50_0,T35_C2_D50,1.781265,0.8998828457125017,0.25739856431079655,9502.223403373519,2883.1771545707534,0.0,False,250,9502.223403373519,28433.750237309236,True,A,NONE
POINT,T35_C2_D50_1,T35_C2_D50,1.821723,0.9112013781140365,0.22192847389674908,10621.685278618077,5386.024589522506,0.0,False,250,10621.685278618077,15560.815938736941,True,A,NONE
POINT,T35_C2_D50_2,T35_C2_D50,1.924208,0.8893979417562785,0.2426343333851495,4115.143003746125,2008.2497818471113,0.0,False,250,4115.143003746125,6424.168383638789,True,A,NONE
POINT,T35_C2_D50_3,T35_C2_D50,1.698622,0.9012368899612286,0.2443308442209995,22035.405536821192,14073.097866111864,0.0,False,250,22035.405536821192,20429.5469525105,True,A,NONE
POINT,T35_C2_D80_0,T35_C2_D80,1.535206,0.834863575221855,0.35426267281105983,155.07186044664388,88.73824777966453,0.0,True,208,155.07186044664388,182.2529257455595,True,B,NONE
POINT,T35_C2_D80_1,T35_C2_D80,1.711655,0.8617739557380816,0.36852663645144546,457.8385842114529,138.9179869219698,0.0,False,250,457.8385842114529,1370.0023036555854,True,A,NONE
POINT,T35_C2_D80_2,T35_C2_D80,1.750832,0.8506030581895526,0.35144777233883673,271.5135145896759,137.67857243063912,0.0,False,250,271.5135145896759,397.7685004388681,True,A,NONE
POINT,T35_C2_D80_3,T35_C2_D80,1.781774,0.8472447856572081,0.37002408422115396,217.84236842107904,106.31025178479557,0.0,True,245,217.84236842107904,340.074708109469,True,B,NONE
POINT,T45_C0p5_D50_0,T45_C0p5_D50,1.713986,0.889693922546684,0.266351975780752,10191.916956531602,6509.153849375698,0.0,False,250,10191.916956531602,9449.16786993644,True,A,NONE
POINT,T45_C0p5_D50_1,T45_C0p5_D50,1.784346,0.8995880796434813,0.25492507156086885,8339.549109832997,4772.219622229065,0.0,False,250,8339.549109832997,9801.309020786524,True,A,NONE
POINT,T45_C0p5_D50_2,T45_C0p5_D50,1.845682,0.8962016305813763,0.24608687423109687,7757.370829195938,2353.7516857718674,0.0,False,250,7757.370829195938,23212.58249698041,True,A,NONE
POINT,T45_C0p5_D50_3,T45_C0p5_D50,1.663813,0.8895614220574543,0.22118792317383762,3418.0571148346726,1733.2221004468583,0.0,False,250,3418.0571148346726,5007.468799617127,True,A,NONE
POINT,T45_C0p5_D80_0,T45_C0p5_D80,1.760071,0.8424516267994113,0.39476138308178443,171.4893713429478,83.68931341512625,0.0,True,203,171.4893713429478,267.71283440419194,True,B,NONE
POINT,T45_C0p5_D80_1,T45_C0p5_D80,1.782246,0.8492946037922774,0.3674843863186954,242.60017985449116,154.93865396412008,0.0,True,246,242.60017985449116,224.92037901199427,True,B,NONE
POINT,T45_C0p5_D80_2,T45_C0p5_D80,1.654181,0.8451047529130955,0.3873840768211665,230.74829771976977,132.04329630673416,0.0,True,249,230.74829771976977,271.19396290924954,True,B,NONE
POINT,T45_C0p5_D80_3,T45_C0p5_D80,1.763971,0.8608108444429696,0.3223389136012107,517.4438997726088,157.00351036439852,0.0,False,250,517.4438997726088,1548.3608397093892,True,A,NONE
POINT,T45_C1_D50_0,T45_C1_D50,1.890751,0.8819247615842499,0.2639455258905903,1897.1073656990293,961.9817055950863,0.0,False,250,1897.1073656990293,2779.270686271496,True,A,NONE
POINT,T45_C1_D50_1,T45_C1_D50,1.727041,0.885787197114259,0.270073141413524,3286.3772139501407,1603.7999935785106,0.0,False,250,3286.3772139501407,5130.378355102213,True,A,NONE
POINT,T45_C1_D50_2,T45_C1_D50,1.939592,0.8927129176957271,0.2700054225733983,16174.69727086616,10330.107030127723,0.0,False,250,16174.69727086616,14995.945356468941,True,A,NONE
POINT,T45_C1_D50_3,T45_C1_D50,1.701494,0.8748963258338283,0.2690846871239472,2482.5812664912132,1420.6311249799573,0.0,False,250,2482.5812664912132,2917.729225121533,True,A,NONE
POINT,T45_C1_D80_0,T45_C1_D80,1.614325,0.8232989536671375,0.3285435154278269,97.45941175650347,29.57126322398353,0.0,True,76,97.45941175650347,291.6303326625302,True,B,NONE
POINT,T45_C1_D80_1,T45_C1_D80,1.666034,0.8442328443960122,0.3987959789152291,163.60694333274526,82.96150720833886,0.0,True,242,163.60694333274526,239.68489601411386,True,B,NONE
POINT,T45_C1_D80_2,T45_C1_D80,1.59809,0.8452526372327628,0.4178395207836425,198.92820781836252,97.07986565492136,0.0,True,166,198.92820781836252,310.5477263165097,True,B,NONE
POINT,T45_C1_D80_3,T45_C1_D80,1.73679,0.8297202854831316,0.37167329458550014,89.11945686294384,56.916893864793884,0.0,True,146,89.11945686294384,82.62476156027188,True,B,NONE
POINT,T45_C2_D50_0,T45_C2_D50,1.623862,0.8699354698385581,0.27415213054376175,1634.8778172711595,935.541705765516,0.0,False,250,1634.8778172711595,1921.439934853323,True,A,NONE
POINT,T45_C2_D50_1,T45_C2_D50,1.833852,0.8704992293513878,0.3015178925575859,1478.2312651851103,448.52687966069215,0.0,False,250,1478.2312651851103,4423.349862762945,True,A,NONE
POINT,T45_C2_D50_2,T45_C2_D50,1.754014,0.8671588932392056,0.32990493079158645,834.9545705015116,423.3872243332396,0.0,False,250,834.9545705015116,1223.2121408206121,True,A,NONE
POINT,T45_C2_D50_3,T45_C2_D50,1.814947,0.8841168997426,0.3039028397786774,2313.38608912003,1128.9661391048135,0.0,False,250,2313.38608912003,3611.4375027418896,True,A,NONE
POINT,T45_C2_D80_1,T45_C2_D80,1.746846,0.8186588183466975,0.4546017151445496,80.70963478969335,51.54588996492578,0.0,True,18,80.70963478969335,74.82781611170107,False,REJECT,RESISTANCE_GROWTH_ABOVE_MAX
POINT,T45_C2_D80_2,T45_C2_D80,1.5963,0.8180567986526124,0.4329273601423971,49.86429707561169,28.534321678412518,0.0,True,30,49.86429707561169,58.60453344727161,True,B,NONE
POINT,T45_C2_D80_3,T45_C2_D80,1.668091,0.8273171365576606,0.43282309703330446,62.87503387368892,19.07762568422916,0.0,True,94,62.87503387368892,188.14259920390083,True,B,NONE
POINT,baseline_0,baseline,1.660511,0.8807198676993023,0.2616725217357172,2026.7812892509953,1027.7365196900505,0.0,False,250,2026.7812892509953,2969.2435581384466,True,A,NONE
POINT,baseline_1,baseline,1.741049,0.8909043832183106,0.24662117460257438,4147.819214524085,2024.1962491039458,0.0,False,250,4147.819214524085,6475.179364298708,True,A,NONE
POINT,baseline_2,baseline,1.806191,0.8937581848038085,0.23026881667276333,4497.482310292012,2872.35506503762,0.0,False,250,4497.482310292012,4169.722489230431,True,A,NONE
POINT,baseline_3,baseline,1.888248,0.8925033889877277,0.2297726456049023,3906.4436837080243,2235.421478427813,0.0,False,250,3906.4436837080243,4591.166885890399,True,A,NONE
INTERVAL_RISK,T25_C0p5_D100_0,T25_C0p5_D100,1.601993,0.8633711827859633,0.31730180555416165,530.1301993506696,338.57212951115133,491.49627768278566,False,250,338.57212951115133,491.49627768278566,True,A,NONE
INTERVAL_RISK,T25_C0p5_D100_1,T25_C0p5_D100,1.770245,0.8812241845137574,0.33511850991525804,966.1083189913027,552.8453656628636,1135.448218755796,False,250,552.8453656628636,1135.448218755796,True,A,NONE
INTERVAL_RISK,T25_C0p5_D100_2,T25_C0p5_D100,1.654825,0.8625549285371946,0.3099223068300416,588.9710084919453,178.70636000681728,1762.3932675094402,False,250,178.70636000681728,1762.3932675094402,True,A,NONE
INTERVAL_RISK,T25_C0p5_D100_3,T25_C0p5_D100,1.780645,0.868465397118032,0.30907688351761387,652.6287638846203,330.9337904398505,956.1040272561404,False,250,330.9337904398505,956.1040272561404,True,A,NONE
INTERVAL_RISK,T25_C0p5_D50_0,T25_C0p5_D50,1.819072,0.9286873913851443,0.16498041433628674,49787.53847832264,24297.044646267783,77723.55184266448,False,250,24297.044646267783,77723.55184266448,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C0p5_D50_1,T25_C0p5_D50,1.909827,0.9377696638896021,0.1833234659383891,210746.5851834619,134595.086679017,195388.156115047,False,250,134595.086679017,195388.156115047,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C0p5_D50_2,T25_C0p5_D50,1.737167,0.9289129100867195,0.1610146811439057,67876.39092501617,38841.55370900378,79773.79519084288,False,250,38841.55370900378,79773.79519084288,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C0p5_D50_3,T25_C0p5_D50,2.015329,0.9237469401580747,0.17110974610974594,63261.86990402448,19194.99998263099,189300.13871885758,False,250,19194.99998263099,189300.13871885758,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C0p5_D80_0,T25_C0p5_D80,1.764831,0.8985503187995236,0.2590251265204653,5586.385190876745,2832.7339038349987,8184.079026810388,False,250,2832.7339038349987,8184.079026810388,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C0p5_D80_1,T25_C0p5_D80,1.58755,0.8835587009563839,0.23404593657135475,3112.3293421411636,1518.862094634745,4858.671434031183,False,250,1518.862094634745,4858.671434031183,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C0p5_D80_2,T25_C0p5_D80,1.802573,0.894472853041953,0.2523605407511764,6018.955044586793,3844.056477774139,5580.315936684803,False,250,3844.056477774139,5580.315936684803,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C0p5_D80_3,T25_C0p5_D80,1.737764,0.8925802282038698,0.2710201930490628,4438.880970068659,2540.1031383248305,5216.930018774459,False,250,2540.1031383248305,5216.930018774459,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C1_D100_0,T25_C1_D100,1.76058,0.8505605690694575,0.36217296377160224,253.46394543282236,76.90636453778137,758.4467563708524,True,225,76.90636453778137,758.4467563708524,True,A,NONE
INTERVAL_RISK,T25_C1_D100_1,T25_C1_D100,1.573438,0.8592554082388556,0.3486659027664103,391.7278232970816,198.6366224694531,573.8829946956428,False,250,198.6366224694531,573.8829946956428,True,A,NONE
INTERVAL_RISK,T25_C1_D100_2,T25_C1_D100,1.777054,0.8539885025019371,0.30764491505069813,328.04972791287827,160.09304996601904,512.1199162218068,True,221,160.09304996601904,512.1199162218068,True,A,NONE
INTERVAL_RISK,T25_C1_D100_3,T25_C1_D100,1.809101,0.8590339422921915,0.31609922978053095,354.8912608824697,226.65430131890022,329.0281027557611,False,250,226.65430131890022,329.0281027557611,True,A,NONE
INTERVAL_RISK,T25_C1_D50_0,T25_C1_D50,1.883969,0.9242867200282591,0.17240297758447642,49093.87370445426,28093.454974368975,57699.06992183393,False,250,28093.454974368975,57699.06992183393,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C1_D50_1,T25_C1_D50,1.765329,0.9321807776846357,0.20263849184887595,76317.50826569919,23156.358989340337,228366.86495818166,False,250,23156.358989340337,228366.86495818166,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C1_D50_2,T25_C1_D50,1.877809,0.9248033300246172,0.17834585884378407,26913.87898212697,13647.440137298865,39428.951814396656,False,250,13647.440137298865,39428.951814396656,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C1_D50_3,T25_C1_D50,1.887388,0.9317678375631109,0.1845701731861109,50174.36339807029,24485.82084675196,78327.42597709536,False,250,24485.82084675196,78327.42597709536,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C2_D100_0,T25_C2_D100,1.598244,0.8334032075389053,0.30986808343647176,120.76731110403671,77.12906328655049,111.96623762633416,True,97,77.12906328655049,111.96623762633416,True,B,NONE
INTERVAL_RISK,T25_C2_D100_1,T25_C2_D100,1.777275,0.8435337503678321,0.3533998640769753,146.09170815895092,83.59944969915394,171.69872833438023,True,155,83.59944969915394,171.69872833438023,True,B,NONE
INTERVAL_RISK,T25_C2_D100_2,T25_C2_D100,1.60538,0.8572031942349777,0.38287359942402,243.33835566730912,73.83404473964669,728.1476907547101,True,245,73.83404473964669,728.1476907547101,True,A,NONE
INTERVAL_RISK,T25_C2_D100_3,T25_C2_D100,1.720428,0.854503990708091,0.3665065550963207,276.3845867400795,140.14858671662307,404.90464269581514,True,224,140.14858671662307,404.90464269581514,True,A,NONE
INTERVAL_RISK,T25_C2_D50_0,T25_C2_D50,1.809274,0.9197395838363853,0.20096216487095964,26729.462148032013,13044.36722583154,41727.4844365653,False,250,13044.36722583154,41727.4844365653,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C2_D50_1,T25_C2_D50,1.775971,0.9228488851845001,0.20575065684787042,67384.8349007378,43035.89396915072,62474.078191636705,False,250,43035.89396915072,62474.078191636705,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C2_D50_2,T25_C2_D50,1.91077,0.9102194555079669,0.20497279564730375,17437.449138095206,9978.397613885587,20493.893049349917,False,250,9978.397613885587,20493.893049349917,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C2_D50_3,T25_C2_D50,1.764135,0.9136238389928534,0.21971516653112166,24708.95467328034,7497.223607901505,73937.24773463223,False,250,7497.223607901505,73937.24773463223,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C2_D80_0,T25_C2_D80,1.785448,0.8772363915079275,0.31176901628267695,1169.962715602176,593.262536948156,1714.0005559493416,False,250,593.262536948156,1714.0005559493416,True,A,NONE
INTERVAL_RISK,T25_C2_D80_1,T25_C2_D80,1.675252,0.886090263941128,0.2955017684486596,2986.4013489594636,1457.4073980165772,4662.0846734553015,False,250,1457.4073980165772,4662.0846734553015,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T25_C2_D80_2,T25_C2_D80,1.631496,0.8896278085847794,0.27246745583951015,2980.0811255506455,1903.253981813357,2762.9038719071386,False,250,1903.253981813357,2762.9038719071386,True,A,NONE
INTERVAL_RISK,T25_C2_D80_3,T25_C2_D80,1.576392,0.8697680680280816,0.2824466094064564,1335.4862215019916,764.2180011811193,1569.5708458038812,False,250,764.2180011811193,1569.5708458038812,True,A,NONE
INTERVAL_RISK,T35_C0p5_D100_0,T35_C0p5_D100,1.717266,0.8358601978739731,0.3565741255923718,99.60176071933822,30.2212975711628,298.04093918529156,True,129,30.2212975711628,298.04093918529156,False,REJECT,RUL_LOWER_BELOW_MIN
INTERVAL_RISK,T35_C0p5_D100_1,T35_C0p5_D100,1.627378,0.849793762698907,0.38833903185171836,196.68886426919434,99.73662668877002,288.1500565878513,True,144,99.73662668877002,288.1500565878513,True,B,NONE
INTERVAL_RISK,T35_C0p5_D100_2,T35_C0p5_D100,1.68529,0.8297104365765982,0.4120598027627649,60.383717992310224,29.468134734268833,94.26529567979301,True,73,29.468134734268833,94.26529567979301,False,REJECT,RUL_LOWER_BELOW_MIN
INTERVAL_RISK,T35_C0p5_D100_3,T35_C0p5_D100,1.594209,0.8516558233681563,0.3788362386447335,231.84019554490723,148.066699101589,214.94454242965418,True,198,148.066699101589,214.94454242965418,True,A,NONE
INTERVAL_RISK,T35_C0p5_D50_0,T35_C0p5_D50,1.8935,0.9097948168842734,0.23178958970753127,18226.398530123286,10429.865639314303,21421.129844911367,False,250,10429.865639314303,21421.129844911367,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T35_C0p5_D50_1,T35_C0p5_D50,1.823035,0.905752161056833,0.22359923529803405,17805.76402470437,5402.648398845211,53280.65080885879,False,250,5402.648398845211,53280.65080885879,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T35_C0p5_D50_2,T35_C0p5_D50,1.843364,0.9030162035642256,0.1966576685712107,7993.452046042972,4053.304927215636,11710.442621943119,False,250,4053.304927215636,11710.442621943119,False,REJECT,UNCERTAINTY_ABOVE_MAX
INTERVAL_RISK,T35_C0p5_D50_3,T35_C0p5_D50,1.872166,0.9172985600865476,0.20483584258959175,22257.070394048154,10861.77484542176,34745.613410689664,False,250,10861.77484542176,34745.613410689664,False,REJECT,UNCERTAINTY_ABOVE_MAX
