seed,parameter,parameter_value,weights_name,changed_parameter_count,risk_set_cells,eligible_cells,eligible_rate,n_groups,infeasible,decision_status,requested_groups,max_feasible_groups,group_shortfall,abstention_reasons,thresholds_relaxed,objective,objective_delta,selected_cell_jaccard,selected_cell_count,worst_selected_soh_margin,worst_selected_rul_lower_margin_cycles,worst_selected_resistance_growth_margin,worst_selected_interval_width_margin_cycles,solver_status,selected_cell_ids
123,min_soh,0.74,balanced,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.3578855782573368,0.0,1.0,16,0.09401159600887432,17.785814815617563,0.02561271275087723,300.74002723806734,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_1;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D80_3;T35_C0p5_D80_1;T35_C2_D80_0;T45_C0p5_D80_0;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D50_1;T45_C1_D80_2;T45_C2_D50_3;baseline_1
123,min_soh,0.78,balanced,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.3578855782573368,0.0,1.0,16,0.054011596008874285,17.785814815617563,0.02561271275087723,300.74002723806734,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_1;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D80_3;T35_C0p5_D80_1;T35_C2_D80_0;T45_C0p5_D80_0;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D50_1;T45_C1_D80_2;T45_C2_D50_3;baseline_1
123,min_rul_lower_cycles,20,balanced,1,94,26,0.2765957446808511,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.7837837180087673,-0.42589813975143054,0.6666666666666666,24,0.054688810757537176,0.5281252758870103,0.00390918402185042,300.74002723806734,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_1;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D100_2;T25_C2_D80_3;T35_C0p5_D100_1;T35_C0p5_D100_3;T35_C0p5_D80_1;T35_C1_D100_2;T35_C2_D100_0;T35_C2_D80_0;T45_C0p5_D100_2;T45_C0p5_D80_0;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D50_1;T45_C1_D80_2;T45_C1_D80_3;T45_C2_D50_3;T45_C2_D80_1;baseline_1
123,min_rul_lower_cycles,60,balanced,1,94,14,0.14893617021276595,3,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,3,5,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.07494096813946344,0.28294461011787336,0.75,12,0.0740115960088743,16.80942990084114,0.02561271275087723,300.74002723806734,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D80_3;T35_C0p5_D80_1;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D50_1;T45_C1_D80_2;T45_C2_D50_3;baseline_1
123,max_resistance_growth,0.4,balanced,1,94,16,0.1702127659574468,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.41274419471594026,-0.05485861645860346,0.8823529411764706,16,0.0740115960088743,9.60695226498757,0.017634507093564067,300.74002723806734,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_1;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D80_3;T35_C0p5_D80_1;T35_C2_D80_0;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,max_resistance_growth,0.5,balanced,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.3578855782573368,0.0,1.0,16,0.0740115960088743,17.785814815617563,0.07561271275087722,300.74002723806734,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_1;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D80_3;T35_C0p5_D80_1;T35_C2_D80_0;T45_C0p5_D80_0;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D50_1;T45_C1_D80_2;T45_C2_D50_3;baseline_1
123,weights,,performance,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,0.20601632392990327,0.0,1.0,16,0.0740115960088743,17.785814815617563,0.02561271275087723,300.74002723806734,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_1;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D80_3;T35_C0p5_D80_1;T35_C2_D80_0;T45_C0p5_D80_0;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D50_1;T45_C1_D80_2;T45_C2_D50_3;baseline_1
123,weights,,conservative,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.770531442233315,0.0,1.0,16,0.0740115960088743,17.785814815617563,0.02561271275087723,300.74002723806734,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_1;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_1;T25_C2_D80_3;T35_C0p5_D80_1;T35_C2_D80_0;T45_C0p5_D80_0;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D50_1;T45_C1_D80_2;T45_C2_D50_3;baseline_1
2026,baseline,,balanced,0,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.1534927293727457,0.0,1.0,16,0.08015842388930461,17.198104852184784,0.047257794097983086,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C0p5_D100_2;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_1;T45_C1_D80_2
2026,min_soh,0.74,balanced,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.1534927293727457,0.0,1.0,16,0.10015842388930463,17.198104852184784,0.047257794097983086,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C0p5_D100_2;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_1;T45_C1_D80_2
2026,min_soh,0.78,balanced,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.1534927293727457,0.0,1.0,16,0.06015842388930459,17.198104852184784,0.047257794097983086,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C0p5_D100_2;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_1;T45_C1_D80_2
2026,min_rul_lower_cycles,20,balanced,1,94,26,0.2765957446808511,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.8162913750258919,-0.6627986456531462,0.6666666666666666,24,0.06931515640011043,1.9452653562384015,0.026451619169726437,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C0p5_D100_0;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C1_D100_0;T35_C1_D100_2;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2
2026,min_rul_lower_cycles,60,balanced,1,94,16,0.1702127659574468,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.21690082155933496,-0.06340809218658927,0.8823529411764706,16,0.08100169673558022,6.237377500511727,0.05325857705286846,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_1;T45_C1_D80_2
2026,max_resistance_growth,0.4,balanced,1,94,16,0.1702127659574468,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.21690082155933496,-0.06340809218658927,0.8823529411764706,16,0.08100169673558022,26.237377500511727,0.003258577052868472,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_1;T45_C1_D80_2
2026,max_resistance_growth,0.5,balanced,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.1534927293727457,0.0,1.0,16,0.08015842388930461,17.198104852184784,0.09725779409798307,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C0p5_D100_2;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_1;T45_C1_D80_2
2026,weights,,performance,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,0.5841403495533263,0.0,1.0,16,0.08015842388930461,17.198104852184784,0.047257794097983086,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C0p5_D100_2;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_1;T45_C1_D80_2
2026,weights,,conservative,1,94,17,0.18085106382978725,4,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,4,4,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.5491784100346179,0.0,1.0,16,0.08015842388930461,17.198104852184784,0.047257794097983086,201.56901745882578,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C1_D100_0;T25_C1_D100_1;T25_C1_D100_2;T25_C2_D100_0;T25_C2_D100_3;T35_C0p5_D100_2;T35_C1_D80_2;T35_C2_D80_0;T35_C2_D80_1;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_1;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_1;T45_C1_D80_2
4096,baseline,,balanced,0,92,25,0.2717391304347826,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.18368998971167028,0.0,1.0,24,0.0669592782905748,11.781927143102358,0.024171291435428233,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D100_2;T35_C0p5_D80_0;T35_C0p5_D80_3;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2;baseline_2
4096,min_soh,0.74,balanced,1,92,25,0.2717391304347826,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.18368998971167028,0.0,1.0,24,0.08695927829057482,11.781927143102358,0.024171291435428233,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D100_2;T35_C0p5_D80_0;T35_C0p5_D80_3;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2;baseline_2
4096,min_soh,0.78,balanced,1,92,25,0.2717391304347826,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.18368998971167028,0.0,1.0,24,0.04695927829057478,11.781927143102358,0.024171291435428233,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D100_2;T35_C0p5_D80_0;T35_C0p5_D80_3;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_1;T45_C1_D80_2;baseline_2
4096,min_rul_lower_cycles,20,balanced,1,92,31,0.33695652173913043,7,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,7,1,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.42684795024187405,-0.24315796053020378,0.7931034482758621,28,0.06521161810768683,2.3380217648511383,0.05981756305598035,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D100_0;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T35_C0p5_D80_0;T35_C0p5_D80_3;T35_C1_D100_0;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_2;baseline_2
4096,min_rul_lower_cycles,60,balanced,1,92,22,0.2391304347826087,5,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,5,3,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.0034529013929266716,0.1802370883187436,0.8333333333333334,20,0.07218421040081535,5.831872678052207,0.059887592251372246,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D80_0;T35_C0p5_D80_3;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_2;baseline_2
4096,max_resistance_growth,0.4,balanced,1,92,24,0.2608695652173913,6,True,ABSTAIN_INSUFFICIENT_FEASIBILITY,8,6,2,INSUFFICIENT_ELIGIBLE_CELLS,False,-0.22068116737236285,-0.03699117766069257,0.92,24,0.07218421040081535,5.40025803528831,0.00981756305598036,51.238384919728105,Optimization terminated successfully. (HiGHS Status 7: Optimal),T25_C0p5_D100_0;T25_C0p5_D100_3;T25_C1_D100_1;T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_2;T25_C2_D100_3;T25_C2_D80_0;T25_C2_D80_2;T35_C0p5_D100_2;T35_C0p5_D80_0;T35_C0p5_D80_3;T35_C1_D100_1;T35_C1_D80_1;T35_C1_D80_2;T35_C1_D80_3;T35_C2_D80_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_0;T45_C1_D80_2;baseline_2
