seed,held_out_scenario,strategy,group_number,group_id,members
42,high_dod,REFERENCE_INTERVAL_RISK,2,candidate_00286,T25_C0p5_D100_3;T25_C1_D100_1;T35_C0p5_D80_3;T35_C1_D80_1
42,high_dod,REFERENCE_INTERVAL_RISK,3,candidate_00382,T25_C1_D100_0;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3
42,high_dod,REFERENCE_INTERVAL_RISK,4,candidate_00695,T35_C0p5_D100_1;T35_C1_D100_1;T35_C2_D80_3;T45_C0p5_D80_0
42,high_dod,REFERENCE_INTERVAL_RISK,5,candidate_00796,T35_C2_D80_0;T45_C0p5_D80_2;T45_C1_D80_1;T45_C2_D80_1
42,combined_stress,REFERENCE_INTERVAL_RISK,1,candidate_00052,T25_C0p5_D100_0;T25_C0p5_D80_0;T25_C2_D80_0;T35_C2_D80_2
42,combined_stress,REFERENCE_INTERVAL_RISK,2,candidate_00286,T25_C0p5_D100_3;T25_C1_D100_1;T35_C0p5_D80_3;T35_C1_D80_1
42,combined_stress,REFERENCE_INTERVAL_RISK,3,candidate_00382,T25_C1_D100_0;T25_C1_D100_3;T25_C2_D100_0;T25_C2_D100_3
42,combined_stress,REFERENCE_INTERVAL_RISK,4,candidate_00695,T35_C0p5_D100_1;T35_C1_D100_1;T35_C2_D80_3;T45_C0p5_D80_0
42,combined_stress,REFERENCE_INTERVAL_RISK,5,candidate_00796,T35_C2_D80_0;T45_C0p5_D80_2;T45_C1_D80_1;T45_C2_D80_1
42,combined_stress,ROBUST_LOSO,1,candidate_00073,T25_C0p5_D100_0;T25_C1_D100_0;T25_C2_D80_0;T35_C2_D80_2
123,baseline_use,REFERENCE_INTERVAL_RISK,1,candidate_00053,T25_C0p5_D100_1;T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_1
123,baseline_use,REFERENCE_INTERVAL_RISK,2,candidate_00235,T25_C1_D100_1;T25_C2_D100_0;T45_C0p5_D80_0;T45_C0p5_D80_3
123,baseline_use,REFERENCE_INTERVAL_RISK,3,candidate_00487,T25_C2_D100_1;T35_C2_D80_0;T45_C0p5_D80_2;T45_C1_D80_2
123,baseline_use,REFERENCE_INTERVAL_RISK,4,candidate_00506,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,baseline_use,ROBUST_LOSO,1,candidate_00512,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,high_temperature,REFERENCE_INTERVAL_RISK,1,candidate_00053,T25_C0p5_D100_1;T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_1
123,high_temperature,REFERENCE_INTERVAL_RISK,2,candidate_00235,T25_C1_D100_1;T25_C2_D100_0;T45_C0p5_D80_0;T45_C0p5_D80_3
123,high_temperature,REFERENCE_INTERVAL_RISK,3,candidate_00487,T25_C2_D100_1;T35_C2_D80_0;T45_C0p5_D80_2;T45_C1_D80_2
123,high_temperature,REFERENCE_INTERVAL_RISK,4,candidate_00506,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,high_temperature,ROBUST_LOSO,1,candidate_00512,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,high_c_rate,REFERENCE_INTERVAL_RISK,1,candidate_00053,T25_C0p5_D100_1;T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_1
123,high_c_rate,REFERENCE_INTERVAL_RISK,2,candidate_00235,T25_C1_D100_1;T25_C2_D100_0;T45_C0p5_D80_0;T45_C0p5_D80_3
123,high_c_rate,REFERENCE_INTERVAL_RISK,3,candidate_00487,T25_C2_D100_1;T35_C2_D80_0;T45_C0p5_D80_2;T45_C1_D80_2
123,high_c_rate,REFERENCE_INTERVAL_RISK,4,candidate_00506,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,high_c_rate,ROBUST_LOSO,1,candidate_00512,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,high_dod,REFERENCE_INTERVAL_RISK,1,candidate_00053,T25_C0p5_D100_1;T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_1
123,high_dod,REFERENCE_INTERVAL_RISK,2,candidate_00235,T25_C1_D100_1;T25_C2_D100_0;T45_C0p5_D80_0;T45_C0p5_D80_3
123,high_dod,REFERENCE_INTERVAL_RISK,3,candidate_00487,T25_C2_D100_1;T35_C2_D80_0;T45_C0p5_D80_2;T45_C1_D80_2
123,high_dod,REFERENCE_INTERVAL_RISK,4,candidate_00506,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,high_dod,ROBUST_LOSO,1,candidate_00512,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,combined_stress,REFERENCE_INTERVAL_RISK,1,candidate_00053,T25_C0p5_D100_1;T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_1
123,combined_stress,REFERENCE_INTERVAL_RISK,2,candidate_00235,T25_C1_D100_1;T25_C2_D100_0;T45_C0p5_D80_0;T45_C0p5_D80_3
123,combined_stress,REFERENCE_INTERVAL_RISK,3,candidate_00487,T25_C2_D100_1;T35_C2_D80_0;T45_C0p5_D80_2;T45_C1_D80_2
123,combined_stress,REFERENCE_INTERVAL_RISK,4,candidate_00506,T25_C2_D80_3;T45_C1_D50_1;T45_C2_D50_3;baseline_1
123,combined_stress,ROBUST_LOSO,1,candidate_00143,T25_C0p5_D100_1;T25_C2_D80_3;T35_C0p5_D80_1;T45_C2_D50_3
2026,baseline_use,REFERENCE_INTERVAL_RISK,1,candidate_00129,T25_C1_D100_0;T25_C1_D100_2;T25_C2_D100_0;T45_C0p5_D80_3
2026,baseline_use,REFERENCE_INTERVAL_RISK,2,candidate_00270,T25_C1_D100_1;T35_C1_D80_2;T35_C2_D80_1;T35_C2_D80_2
2026,baseline_use,REFERENCE_INTERVAL_RISK,3,candidate_00474,T25_C2_D100_3;T35_C0p5_D100_2;T45_C0p5_D80_1;T45_C1_D80_2
2026,baseline_use,REFERENCE_INTERVAL_RISK,4,candidate_00549,T35_C2_D80_0;T35_C2_D80_3;T45_C0p5_D80_2;T45_C1_D80_1
2026,high_temperature,REFERENCE_INTERVAL_RISK,1,candidate_00129,T25_C1_D100_0;T25_C1_D100_2;T25_C2_D100_0;T45_C0p5_D80_3
2026,high_temperature,REFERENCE_INTERVAL_RISK,2,candidate_00270,T25_C1_D100_1;T35_C1_D80_2;T35_C2_D80_1;T35_C2_D80_2
2026,high_temperature,REFERENCE_INTERVAL_RISK,3,candidate_00474,T25_C2_D100_3;T35_C0p5_D100_2;T45_C0p5_D80_1;T45_C1_D80_2
2026,high_temperature,REFERENCE_INTERVAL_RISK,4,candidate_00549,T35_C2_D80_0;T35_C2_D80_3;T45_C0p5_D80_2;T45_C1_D80_1
2026,high_c_rate,REFERENCE_INTERVAL_RISK,1,candidate_00129,T25_C1_D100_0;T25_C1_D100_2;T25_C2_D100_0;T45_C0p5_D80_3
2026,high_c_rate,REFERENCE_INTERVAL_RISK,2,candidate_00270,T25_C1_D100_1;T35_C1_D80_2;T35_C2_D80_1;T35_C2_D80_2
2026,high_c_rate,REFERENCE_INTERVAL_RISK,3,candidate_00474,T25_C2_D100_3;T35_C0p5_D100_2;T45_C0p5_D80_1;T45_C1_D80_2
2026,high_c_rate,REFERENCE_INTERVAL_RISK,4,candidate_00549,T35_C2_D80_0;T35_C2_D80_3;T45_C0p5_D80_2;T45_C1_D80_1
2026,high_dod,REFERENCE_INTERVAL_RISK,1,candidate_00129,T25_C1_D100_0;T25_C1_D100_2;T25_C2_D100_0;T45_C0p5_D80_3
2026,high_dod,REFERENCE_INTERVAL_RISK,2,candidate_00270,T25_C1_D100_1;T35_C1_D80_2;T35_C2_D80_1;T35_C2_D80_2
2026,high_dod,REFERENCE_INTERVAL_RISK,3,candidate_00474,T25_C2_D100_3;T35_C0p5_D100_2;T45_C0p5_D80_1;T45_C1_D80_2
2026,high_dod,REFERENCE_INTERVAL_RISK,4,candidate_00549,T35_C2_D80_0;T35_C2_D80_3;T45_C0p5_D80_2;T45_C1_D80_1
2026,combined_stress,REFERENCE_INTERVAL_RISK,1,candidate_00129,T25_C1_D100_0;T25_C1_D100_2;T25_C2_D100_0;T45_C0p5_D80_3
2026,combined_stress,REFERENCE_INTERVAL_RISK,2,candidate_00270,T25_C1_D100_1;T35_C1_D80_2;T35_C2_D80_1;T35_C2_D80_2
2026,combined_stress,REFERENCE_INTERVAL_RISK,3,candidate_00474,T25_C2_D100_3;T35_C0p5_D100_2;T45_C0p5_D80_1;T45_C1_D80_2
2026,combined_stress,REFERENCE_INTERVAL_RISK,4,candidate_00549,T35_C2_D80_0;T35_C2_D80_3;T45_C0p5_D80_2;T45_C1_D80_1
2026,combined_stress,ROBUST_LOSO,1,candidate_00060,T25_C0p5_D100_0;T25_C2_D100_3;T35_C1_D80_2;T45_C0p5_D80_3
2026,combined_stress,ROBUST_LOSO,2,candidate_00258,T25_C1_D100_1;T35_C2_D80_0;T35_C2_D80_1;T45_C0p5_D80_2
4096,baseline_use,REFERENCE_INTERVAL_RISK,1,candidate_00084,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;baseline_2
4096,baseline_use,REFERENCE_INTERVAL_RISK,2,candidate_00124,T25_C0p5_D100_3;T25_C1_D100_1;T25_C2_D100_3;T35_C2_D80_2
4096,baseline_use,REFERENCE_INTERVAL_RISK,3,candidate_00426,T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_3;T35_C2_D80_3
4096,baseline_use,REFERENCE_INTERVAL_RISK,4,candidate_00579,T25_C2_D100_0;T35_C0p5_D100_2;T45_C1_D80_0;T45_C1_D80_1
4096,baseline_use,REFERENCE_INTERVAL_RISK,5,candidate_00724,T25_C2_D80_0;T25_C2_D80_2;T35_C1_D80_1;T35_C1_D80_2
4096,baseline_use,REFERENCE_INTERVAL_RISK,6,candidate_00845,T35_C1_D100_1;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_2
4096,high_temperature,REFERENCE_INTERVAL_RISK,1,candidate_00084,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;baseline_2
4096,high_temperature,REFERENCE_INTERVAL_RISK,2,candidate_00124,T25_C0p5_D100_3;T25_C1_D100_1;T25_C2_D100_3;T35_C2_D80_2
4096,high_temperature,REFERENCE_INTERVAL_RISK,3,candidate_00426,T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_3;T35_C2_D80_3
4096,high_temperature,REFERENCE_INTERVAL_RISK,4,candidate_00579,T25_C2_D100_0;T35_C0p5_D100_2;T45_C1_D80_0;T45_C1_D80_1
4096,high_temperature,REFERENCE_INTERVAL_RISK,5,candidate_00724,T25_C2_D80_0;T25_C2_D80_2;T35_C1_D80_1;T35_C1_D80_2
4096,high_temperature,REFERENCE_INTERVAL_RISK,6,candidate_00845,T35_C1_D100_1;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_2
4096,high_c_rate,REFERENCE_INTERVAL_RISK,1,candidate_00084,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;baseline_2
4096,high_c_rate,REFERENCE_INTERVAL_RISK,2,candidate_00124,T25_C0p5_D100_3;T25_C1_D100_1;T25_C2_D100_3;T35_C2_D80_2
4096,high_c_rate,REFERENCE_INTERVAL_RISK,3,candidate_00426,T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_3;T35_C2_D80_3
4096,high_c_rate,REFERENCE_INTERVAL_RISK,4,candidate_00579,T25_C2_D100_0;T35_C0p5_D100_2;T45_C1_D80_0;T45_C1_D80_1
4096,high_c_rate,REFERENCE_INTERVAL_RISK,5,candidate_00724,T25_C2_D80_0;T25_C2_D80_2;T35_C1_D80_1;T35_C1_D80_2
4096,high_c_rate,REFERENCE_INTERVAL_RISK,6,candidate_00845,T35_C1_D100_1;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_2
4096,high_dod,REFERENCE_INTERVAL_RISK,1,candidate_00084,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;baseline_2
4096,high_dod,REFERENCE_INTERVAL_RISK,2,candidate_00124,T25_C0p5_D100_3;T25_C1_D100_1;T25_C2_D100_3;T35_C2_D80_2
4096,high_dod,REFERENCE_INTERVAL_RISK,3,candidate_00426,T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_3;T35_C2_D80_3
4096,high_dod,REFERENCE_INTERVAL_RISK,4,candidate_00579,T25_C2_D100_0;T35_C0p5_D100_2;T45_C1_D80_0;T45_C1_D80_1
4096,high_dod,REFERENCE_INTERVAL_RISK,5,candidate_00724,T25_C2_D80_0;T25_C2_D80_2;T35_C1_D80_1;T35_C1_D80_2
4096,high_dod,REFERENCE_INTERVAL_RISK,6,candidate_00845,T35_C1_D100_1;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_2
4096,combined_stress,REFERENCE_INTERVAL_RISK,1,candidate_00084,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;baseline_2
4096,combined_stress,REFERENCE_INTERVAL_RISK,2,candidate_00124,T25_C0p5_D100_3;T25_C1_D100_1;T25_C2_D100_3;T35_C2_D80_2
4096,combined_stress,REFERENCE_INTERVAL_RISK,3,candidate_00426,T25_C1_D100_2;T25_C1_D100_3;T35_C0p5_D80_3;T35_C2_D80_3
4096,combined_stress,REFERENCE_INTERVAL_RISK,4,candidate_00579,T25_C2_D100_0;T35_C0p5_D100_2;T45_C1_D80_0;T45_C1_D80_1
4096,combined_stress,REFERENCE_INTERVAL_RISK,5,candidate_00724,T25_C2_D80_0;T25_C2_D80_2;T35_C1_D80_1;T35_C1_D80_2
4096,combined_stress,REFERENCE_INTERVAL_RISK,6,candidate_00845,T35_C1_D100_1;T45_C0p5_D80_0;T45_C0p5_D80_3;T45_C1_D80_2
4096,combined_stress,ROBUST_LOSO,1,candidate_00042,T25_C0p5_D100_0;T25_C1_D100_2;T35_C0p5_D80_3;T35_C2_D80_3
4096,combined_stress,ROBUST_LOSO,2,candidate_00245,T25_C0p5_D100_3;T25_C2_D80_2;T35_C0p5_D80_0;T35_C1_D80_1
4096,combined_stress,ROBUST_LOSO,3,candidate_00754,T25_C2_D80_0;T35_C1_D80_2;T35_C1_D80_3;baseline_2
8110,baseline_use,REFERENCE_INTERVAL_RISK,1,candidate_00072,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_2;T35_C1_D80_3
8110,baseline_use,REFERENCE_INTERVAL_RISK,2,candidate_00100,T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_3;T35_C1_D80_1
8110,baseline_use,REFERENCE_INTERVAL_RISK,3,candidate_00321,T25_C1_D100_0;T25_C1_D100_1;T35_C2_D80_1;T35_C2_D80_2
8110,baseline_use,REFERENCE_INTERVAL_RISK,4,candidate_00574,T25_C1_D100_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1
8110,baseline_use,REFERENCE_INTERVAL_RISK,5,candidate_00636,T25_C2_D100_0;T35_C0p5_D100_1;T35_C2_D80_0;T45_C1_D80_1
8110,baseline_use,REFERENCE_INTERVAL_RISK,6,candidate_00750,T25_C2_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T45_C1_D80_0
8110,baseline_use,REFERENCE_INTERVAL_RISK,7,candidate_00863,T25_C2_D100_3;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_2
8110,baseline_use,ROBUST_LOSO,1,candidate_00088,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;T35_C2_D80_1
8110,high_temperature,REFERENCE_INTERVAL_RISK,1,candidate_00072,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_2;T35_C1_D80_3
8110,high_temperature,REFERENCE_INTERVAL_RISK,2,candidate_00100,T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_3;T35_C1_D80_1
8110,high_temperature,REFERENCE_INTERVAL_RISK,3,candidate_00321,T25_C1_D100_0;T25_C1_D100_1;T35_C2_D80_1;T35_C2_D80_2
8110,high_temperature,REFERENCE_INTERVAL_RISK,4,candidate_00574,T25_C1_D100_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1
8110,high_temperature,REFERENCE_INTERVAL_RISK,5,candidate_00636,T25_C2_D100_0;T35_C0p5_D100_1;T35_C2_D80_0;T45_C1_D80_1
8110,high_temperature,REFERENCE_INTERVAL_RISK,6,candidate_00750,T25_C2_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T45_C1_D80_0
8110,high_temperature,REFERENCE_INTERVAL_RISK,7,candidate_00863,T25_C2_D100_3;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_2
8110,high_temperature,ROBUST_LOSO,1,candidate_00088,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;T35_C2_D80_1
8110,high_c_rate,REFERENCE_INTERVAL_RISK,1,candidate_00072,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_2;T35_C1_D80_3
8110,high_c_rate,REFERENCE_INTERVAL_RISK,2,candidate_00100,T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_3;T35_C1_D80_1
8110,high_c_rate,REFERENCE_INTERVAL_RISK,3,candidate_00321,T25_C1_D100_0;T25_C1_D100_1;T35_C2_D80_1;T35_C2_D80_2
8110,high_c_rate,REFERENCE_INTERVAL_RISK,4,candidate_00574,T25_C1_D100_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1
8110,high_c_rate,REFERENCE_INTERVAL_RISK,5,candidate_00636,T25_C2_D100_0;T35_C0p5_D100_1;T35_C2_D80_0;T45_C1_D80_1
8110,high_c_rate,REFERENCE_INTERVAL_RISK,6,candidate_00750,T25_C2_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T45_C1_D80_0
8110,high_c_rate,REFERENCE_INTERVAL_RISK,7,candidate_00863,T25_C2_D100_3;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_2
8110,high_c_rate,ROBUST_LOSO,1,candidate_00088,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;T35_C2_D80_1
8110,high_dod,REFERENCE_INTERVAL_RISK,1,candidate_00072,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_2;T35_C1_D80_3
8110,high_dod,REFERENCE_INTERVAL_RISK,2,candidate_00100,T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_3;T35_C1_D80_1
8110,high_dod,REFERENCE_INTERVAL_RISK,3,candidate_00321,T25_C1_D100_0;T25_C1_D100_1;T35_C2_D80_1;T35_C2_D80_2
8110,high_dod,REFERENCE_INTERVAL_RISK,4,candidate_00574,T25_C1_D100_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1
8110,high_dod,REFERENCE_INTERVAL_RISK,5,candidate_00636,T25_C2_D100_0;T35_C0p5_D100_1;T35_C2_D80_0;T45_C1_D80_1
8110,high_dod,REFERENCE_INTERVAL_RISK,6,candidate_00750,T25_C2_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T45_C1_D80_0
8110,high_dod,REFERENCE_INTERVAL_RISK,7,candidate_00863,T25_C2_D100_3;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_2
8110,high_dod,ROBUST_LOSO,1,candidate_00088,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_3;T35_C2_D80_1
8110,combined_stress,REFERENCE_INTERVAL_RISK,1,candidate_00072,T25_C0p5_D100_0;T35_C0p5_D80_0;T35_C1_D80_2;T35_C1_D80_3
8110,combined_stress,REFERENCE_INTERVAL_RISK,2,candidate_00100,T25_C0p5_D100_1;T25_C0p5_D100_3;T25_C1_D100_3;T35_C1_D80_1
8110,combined_stress,REFERENCE_INTERVAL_RISK,3,candidate_00321,T25_C1_D100_0;T25_C1_D100_1;T35_C2_D80_1;T35_C2_D80_2
8110,combined_stress,REFERENCE_INTERVAL_RISK,4,candidate_00574,T25_C1_D100_2;T35_C2_D80_3;T45_C0p5_D80_0;T45_C0p5_D80_1
8110,combined_stress,REFERENCE_INTERVAL_RISK,5,candidate_00636,T25_C2_D100_0;T35_C0p5_D100_1;T35_C2_D80_0;T45_C1_D80_1
8110,combined_stress,REFERENCE_INTERVAL_RISK,6,candidate_00750,T25_C2_D100_1;T35_C0p5_D100_2;T35_C0p5_D100_3;T45_C1_D80_0
8110,combined_stress,REFERENCE_INTERVAL_RISK,7,candidate_00863,T25_C2_D100_3;T45_C0p5_D80_2;T45_C0p5_D80_3;T45_C1_D80_2
8110,combined_stress,ROBUST_LOSO,1,candidate_00231,T25_C0p5_D100_1;T35_C0p5_D80_0;T35_C1_D80_1;T35_C1_D80_3
8110,combined_stress,ROBUST_LOSO,2,candidate_00309,T25_C0p5_D100_3;T35_C1_D80_2;T35_C2_D80_3;T45_C0p5_D80_1
17001,baseline_use,REFERENCE_INTERVAL_RISK,1,candidate_00071,T25_C0p5_D100_1;T25_C1_D100_1;T25_C2_D100_3;T45_C0p5_D80_3
17001,baseline_use,REFERENCE_INTERVAL_RISK,2,candidate_00250,T25_C0p5_D100_3;T35_C0p5_D80_1;T35_C1_D80_2;T35_C2_D80_1
17001,baseline_use,REFERENCE_INTERVAL_RISK,3,candidate_00323,T25_C1_D100_0;T25_C1_D100_3;T35_C2_D80_0;T45_C0p5_D80_2
17001,baseline_use,REFERENCE_INTERVAL_RISK,4,candidate_00434,T25_C1_D100_2;T35_C0p5_D100_2;T35_C2_D80_2;T45_C0p5_D80_0
17001,high_temperature,REFERENCE_INTERVAL_RISK,1,candidate_00071,T25_C0p5_D100_1;T25_C1_D100_1;T25_C2_D100_3;T45_C0p5_D80_3
17001,high_temperature,REFERENCE_INTERVAL_RISK,2,candidate_00250,T25_C0p5_D100_3;T35_C0p5_D80_1;T35_C1_D80_2;T35_C2_D80_1
17001,high_temperature,REFERENCE_INTERVAL_RISK,3,candidate_00323,T25_C1_D100_0;T25_C1_D100_3;T35_C2_D80_0;T45_C0p5_D80_2
17001,high_temperature,REFERENCE_INTERVAL_RISK,4,candidate_00434,T25_C1_D100_2;T35_C0p5_D100_2;T35_C2_D80_2;T45_C0p5_D80_0
17001,high_c_rate,REFERENCE_INTERVAL_RISK,1,candidate_00071,T25_C0p5_D100_1;T25_C1_D100_1;T25_C2_D100_3;T45_C0p5_D80_3
17001,high_c_rate,REFERENCE_INTERVAL_RISK,2,candidate_00250,T25_C0p5_D100_3;T35_C0p5_D80_1;T35_C1_D80_2;T35_C2_D80_1
17001,high_c_rate,REFERENCE_INTERVAL_RISK,3,candidate_00323,T25_C1_D100_0;T25_C1_D100_3;T35_C2_D80_0;T45_C0p5_D80_2
17001,high_c_rate,REFERENCE_INTERVAL_RISK,4,candidate_00434,T25_C1_D100_2;T35_C0p5_D100_2;T35_C2_D80_2;T45_C0p5_D80_0
17001,high_dod,REFERENCE_INTERVAL_RISK,1,candidate_00071,T25_C0p5_D100_1;T25_C1_D100_1;T25_C2_D100_3;T45_C0p5_D80_3
17001,high_dod,REFERENCE_INTERVAL_RISK,2,candidate_00250,T25_C0p5_D100_3;T35_C0p5_D80_1;T35_C1_D80_2;T35_C2_D80_1
17001,high_dod,REFERENCE_INTERVAL_RISK,3,candidate_00323,T25_C1_D100_0;T25_C1_D100_3;T35_C2_D80_0;T45_C0p5_D80_2
17001,high_dod,REFERENCE_INTERVAL_RISK,4,candidate_00434,T25_C1_D100_2;T35_C0p5_D100_2;T35_C2_D80_2;T45_C0p5_D80_0
17001,combined_stress,REFERENCE_INTERVAL_RISK,1,candidate_00071,T25_C0p5_D100_1;T25_C1_D100_1;T25_C2_D100_3;T45_C0p5_D80_3
17001,combined_stress,REFERENCE_INTERVAL_RISK,2,candidate_00250,T25_C0p5_D100_3;T35_C0p5_D80_1;T35_C1_D80_2;T35_C2_D80_1
17001,combined_stress,REFERENCE_INTERVAL_RISK,3,candidate_00323,T25_C1_D100_0;T25_C1_D100_3;T35_C2_D80_0;T45_C0p5_D80_2
17001,combined_stress,REFERENCE_INTERVAL_RISK,4,candidate_00434,T25_C1_D100_2;T35_C0p5_D100_2;T35_C2_D80_2;T45_C0p5_D80_0
17001,combined_stress,ROBUST_LOSO,1,candidate_00202,T25_C0p5_D100_3;T25_C1_D100_0;T35_C1_D80_2;T35_C2_D80_1
17002,baseline_use,REFERENCE_INTERVAL_RISK,1,candidate_00129,T25_C0p5_D100_3;T35_C2_D80_1;T35_C2_D80_2;T45_C0p5_D80_2
17002,baseline_use,REFERENCE_INTERVAL_RISK,2,candidate_00154,T25_C1_D100_2;T25_C1_D100_3;T25_C2_D100_3;T45_C0p5_D80_1
17002,baseline_use,REFERENCE_INTERVAL_RISK,3,candidate_00467,T25_C2_D100_0;T35_C0p5_D100_1;T35_C0p5_D100_2;T35_C1_D100_2
